December 2018 - November 2019 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99,Rank out of 125 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-013,"Blaine County",19.86,80,1.06,18.8
ID-015,"Boise County",31.58,76,1.04,30.54
ID-017,"Bonner County",26.91,10,-8.95,35.86
ID-019,"Bonneville County",23.3,95,2.97,20.33
ID-021,"Boundary County",29.89,15,-8.1,37.99
ID-023,"Butte County",14.07,78,0.49,13.58
ID-025,"Camas County",23.49,69,-0.89,24.38
ID-027,"Canyon County",11.93,106,2.38,9.55
ID-029,"Caribou County",25.61,96,3.21,22.4
ID-031,"Cassia County",18.17,97,2.66,15.51
ID-033,"Clark County",16.36,59,-0.75,17.11
ID-035,"Clearwater County",39.94,23,-6.78,46.72
ID-037,"Custer County",22.25,66,-0.31,22.56
ID-039,"Elmore County",20.45,70,0.29,20.16
ID-041,"Franklin County",26.78,99,3.75,23.03
ID-043,"Fremont County",24.54,97,2.86,21.68
ID-045,"Gem County",21.52,93,2.75,18.77
ID-047,"Gooding County",10.32,54,-0.85,11.17
ID-049,"Idaho County",35.29,47,-2.22,37.51
ID-051,"Jefferson County",9.66,67,-0.03,9.69
ID-053,"Jerome County",9.66,70,-0.05,9.71
ID-055,"Kootenai County",28.88,28,-3.39,32.27
ID-057,"Latah County",29.25,48,-1.3,30.55
ID-059,"Lemhi County",18.53,34,-2.62,21.15
ID-061,"Lewis County",27.46,92,2.0,25.46
ID-063,"Lincoln County",10.05,60,-0.46,10.51
ID-065,"Madison County",17.33,97,2.49,14.84
ID-067,"Minidoka County",10.51,81,0.79,9.72
ID-069,"Nez Perce County",23.28,85,1.33,21.95
ID-071,"Oneida County",20.28,83,1.76,18.52
ID-073,"Owyhee County",13.98,87,1.42,12.56
ID-075,"Payette County",16.55,114,3.77,12.78
ID-077,"Power County",18.73,96,2.83,15.9
ID-079,"Shoshone County",38.53,16,-8.89,47.42
ID-081,"Teton County",27.49,107,4.76,22.73
ID-083,"Twin Falls County",14.04,86,1.52,12.52
ID-085,"Valley County",33.4,49,-2.71,36.11
ID-087,"Washington County",24.98,107,4.36,20.62
IL-001,"Adams County",48.62,115,11.84,36.78
IL-003,"Alexander County",67.62,123,22.45,45.17
IL-005,"Bond County",52.1,121,12.71,39.39
IL-007,"Boone County",47.01,124,12.96,34.05
IL-009,"Brown County",47.27,113,10.54,36.73
IL-011,"Bureau County",53.15,125,18.09,35.06
IL-013,"Calhoun County",48.27,118,10.49,37.78
IL-015,"Carroll County",52.32,125,17.85,34.47
IL-017,"Cass County",44.57,108,8.2,36.37
IL-019,"Champaign County",41.81,101,5.27,36.54
IL-021,"Christian County",52.78,124,15.9,36.88
IL-023,"Clark County",51.8,119,12.07,39.73
IL-025,"Clay County",57.95,124,17.55,40.4
IL-027,"Clinton County",53.97,121,14.16,39.81
IL-029,"Coles County",46.81,112,8.49,38.32
IL-031,"Cook County",50.05,125,15.61,34.44
IL-033,"Crawford County",58.1,124,17.06,41.04
IL-035,"Cumberland County",50.72,116,11.18,39.54
IL-037,"DeKalb County",49.17,124,14.56,34.61
IL-039,"De Witt County",47.54,120,10.5,37.04
IL-041,"Douglas County",44.06,112,6.67,37.39
IL-043,"DuPage County",52.05,125,17.57,34.48
IL-045,"Edgar County",45.62,108,7.09,38.53
IL-047,"Edwards County",61.95,122,19.06,42.89
IL-049,"Effingham County",55.43,122,15.86,39.57
IL-051,"Fayette County",54.22,122,15.27,38.95
IL-053,"Ford County",45.01,117,9.27,35.74
IL-055,"Franklin County",55.9,121,13.65,42.25
IL-057,"Fulton County",46.0,117,10.56,35.44
IL-059,"Gallatin County",53.71,109,8.93,44.78
IL-061,"Greene County",49.37,118,12.03,37.34
IL-063,"Grundy County",52.88,125,18.92,33.96
IL-065,"Hamilton County",58.24,121,15.58,42.66
IL-067,"Hancock County",51.4,121,15.83,35.57
IL-069,"Hardin County",61.48,120,15.75,45.73
IL-071,"Henderson County",46.86,119,11.67,35.19
IL-073,"Henry County",53.03,125,18.12,34.91
IL-075,"Iroquois County",42.07,108,5.78,36.29
IL-077,"Jackson County",58.46,120,15.41,43.05
IL-079,"Jasper County",54.7,123,14.34,40.36
IL-081,"Jefferson County",57.91,121,15.98,41.93
IL-083,"Jersey County",49.66,118,11.73,37.93
IL-085,"Jo Daviess County",52.56,125,18.68,33.88
IL-087,"Johnson County",64.95,122,19.01,45.94
IL-089,"Kane County",50.57,124,16.26,34.31
IL-091,"Kankakee County",47.56,120,12.11,35.45
IL-093,"Kendall County",52.28,125,18.09,34.19
IL-095,"Knox County",50.63,123,15.2,35.43
IL-097,"Lake County",50.98,125,17.83,33.15
IL-099,"LaSalle County",53.03,125,18.86,34.17
IL-101,"Lawrence County",61.64,124,19.24,42.4
IL-103,"Lee County",52.52,125,17.67,34.85
IL-105,"Livingston County",49.59,123,14.95,34.64
IL-107,"Logan County",49.19,121,13.02,36.17
IL-109,"McDonough County",53.17,123,17.34,35.83
IL-111,"McHenry County",48.34,124,14.35,33.99
IL-113,"McLean County",47.66,120,11.21,36.45
IL-115,"Macon County",48.86,120,11.51,37.35
IL-117,"Macoupin County",47.54,115,9.49,38.05
IL-119,"Madison County",52.31,120,13.94,38.37
IL-121,"Marion County",57.24,124,16.69,40.55
IL-123,"Marshall County",50.2,123,15.53,34.67
IL-125,"Mason County",45.04,117,10.14,34.9
IL-127,"Massac County",67.3,121,20.18,47.12
IL-129,"Menard County",49.79,122,14.23,35.56
IL-131,"Mercer County",47.71,120,12.95,34.76
IL-133,"Monroe County",51.66,119,12.02,39.64
IL-135,"Montgomery County",49.61,117,11.79,37.82
IL-137,"Morgan County",47.69,115,10.91,36.78
IL-139,"Moultrie County",46.45,115,8.47,37.98
IL-141,"Ogle County",50.68,124,16.56,34.12
IL-143,"Peoria County",50.33,123,15.25,35.08
IL-145,"Perry County",53.03,114,11.82,41.21
IL-147,"Piatt County",44.85,114,7.75,37.1
IL-149,"Pike County",47.55,112,9.95,37.6
IL-151,"Pope County",64.46,120,17.76,46.7
IL-153,"Pulaski County",67.64,123,21.92,45.72
IL-155,"Putnam County",50.56,123,16.47,34.09
IL-157,"Randolph County",50.13,111,9.4,40.73
IL-159,"Richland County",58.69,123,17.44,41.25
IL-161,"Rock Island County",49.67,123,14.9,34.77
IL-163,"St. Clair County",50.69,119,11.65,39.04
IL-165,"Saline County",58.74,118,14.58,44.16
IL-167,"Sangamon County",50.86,122,14.64,36.22
IL-169,"Schuyler County",48.19,116,12.02,36.17
IL-171,"Scott County",48.54,116,11.63,36.91
IL-173,"Shelby County",52.87,124,14.37,38.5
IL-175,"Stark County",52.21,124,17.25,34.96
IL-177,"Stephenson County",52.08,125,18.07,34.01
IL-179,"Tazewell County",47.89,121,12.13,35.76
IL-181,"Union County",64.86,122,19.79,45.07
IL-183,"Vermilion County",41.41,97,4.38,37.03
IL-185,"Wabash County",62.02,122,18.94,43.08
IL-187,"Warren County",46.74,118,11.24,35.5
IL-189,"Washington County",54.31,117,13.44,40.87
IL-191,"Wayne County",62.09,125,20.02,42.07
IL-193,"White County",55.35,117,12.1,43.25
IL-195,"Whiteside County",52.73,125,17.48,35.25
IL-197,"Will County",51.21,123,15.88,35.33
IL-199,"Williamson County",59.43,122,15.84,43.59
IL-201,"Winnebago County",49.7,124,15.93,33.77
IL-203,"Woodford County",50.19,123,14.75,35.44
IN-001,"Adams County",43.98,115,7.98,36
IN-003,"Allen County",42.66,116,7.22,35.44
IN-005,"Bartholomew County",54.77,123,13.4,41.37
IN-007,"Benton County",40.04,81,2.66,37.38
IN-009,"Blackford County",44.86,113,7.32,37.54
IN-011,"Boone County",42.0,77,3.19,38.81
IN-013,"Brown County",55.34,121,13.39,41.95
IN-015,"Carroll County",40.2,74,2.39,37.81
IN-017,"Cass County",39.96,77,2.14,37.82
IN-019,"Clark County",57.8,119,14.55,43.25
IN-021,"Clay County",52.78,120,12.12,40.66
IN-023,"Clinton County",44.19,98,5.7,38.49
IN-025,"Crawford County",65.46,123,20.11,45.35
IN-027,"Daviess County",61.41,124,18.26,43.15
IN-029,"Dearborn County",52.44,117,11.34,41.1
IN-031,"Decatur County",53.18,120,11.52,41.66
IN-033,"DeKalb County",45.21,120,10.18,35.03
IN-035,"Delaware County",45.32,107,6.74,38.58
IN-037,"Dubois County",67.64,124,23.33,44.31
IN-039,"Elkhart County",41.07,105,5.84,35.23
IN-041,"Fayette County",48.05,109,7.87,40.18
IN-043,"Floyd County",58.32,119,14.78,43.54
IN-045,"Fountain County",42.01,92,3.97,38.04
IN-047,"Franklin County",48.56,108,7.91,40.65
IN-049,"Fulton County",40.65,83,3.06,37.59
IN-051,"Gibson County",63.53,122,20.22,43.31
IN-053,"Grant County",44.66,108,6.93,37.73
IN-055,"Greene County",57.31,122,14.52,42.79
IN-057,"Hamilton County",43.45,93,5.31,38.14
IN-059,"Hancock County",49.29,117,9.9,39.39
IN-061,"Harrison County",59.41,120,14.88,44.53
IN-063,"Hendricks County",46.78,108,7.23,39.55
IN-065,"Henry County",47.64,109,7.84,39.8
IN-067,"Howard County",41.75,86,4.03,37.72
IN-069,"Huntington County",42.69,103,5.51,37.18
IN-071,"Jackson County",56.66,123,14.22,42.44
IN-073,"Jasper County",43.85,113,7.34,36.51
IN-075,"Jay County",44.54,113,6.82,37.72
IN-077,"Jefferson County",55.61,116,12.31,43.3
IN-079,"Jennings County",55.29,119,12.57,42.72
IN-081,"Johnson County",50.45,115,9.7,40.75
IN-083,"Knox County",61.27,123,18.52,42.75
IN-085,"Kosciusko County",39.24,84,2.91,36.33
IN-087,"LaGrange County",42.78,115,7.82,34.96
IN-089,"Lake County",47.63,121,11.62,36.01
IN-091,"LaPorte County",45.5,115,8.38,37.12
IN-093,"Lawrence County",60.27,121,16.22,44.05
IN-095,"Madison County",43.94,93,5.43,38.51
IN-097,"Marion County",46.3,105,7.11,39.19
IN-099,"Marshall County",40.34,87,3.21,37.13
IN-101,"Martin County",63.64,124,19.63,44.01
IN-103,"Miami County",39.38,73,1.62,37.76
IN-105,"Monroe County",55.39,120,12.47,42.92
IN-107,"Montgomery County",43.34,92,4.59,38.75
IN-109,"Morgan County",51.48,120,10.78,40.7
IN-111,"Newton County",43.67,110,6.84,36.83
IN-113,"Noble County",42.46,114,6.87,35.59
IN-115,"Ohio County",55.7,121,14.12,41.58
IN-117,"Orange County",66.47,124,21.52,44.95
IN-119,"Owen County",54.92,122,12.91,42.01
IN-121,"Parke County",45.02,101,6.13,38.89
IN-123,"Perry County",63.12,122,17.69,45.43
IN-125,"Pike County",63.42,122,19.76,43.66
IN-127,"Porter County",47.09,121,10.6,36.49
IN-129,"Posey County",57.47,118,13.54,43.93
IN-131,"Pulaski County",44.41,114,7.32,37.09
IN-133,"Putnam County",49.62,115,9.13,40.49
IN-135,"Randolph County",46.69,115,7.84,38.85
IN-137,"Ripley County",54.13,118,11.7,42.43
IN-139,"Rush County",47.84,103,7.33,40.51
IN-141,"St. Joseph County",43.54,110,6.36,37.18
IN-143,"Scott County",55.31,117,12.69,42.62
IN-145,"Shelby County",50.67,118,9.99,40.68
IN-147,"Spencer County",64.25,122,19.59,44.66
IN-149,"Starke County",44.05,111,6.78,37.27
IN-151,"Steuben County",45.76,122,10.76,35
IN-153,"Sullivan County",56.24,122,15.22,41.02
IN-155,"Switzerland County",56.01,119,13.71,42.3
IN-157,"Tippecanoe County",41.56,90,3.55,38.01
IN-159,"Tipton County",41.89,85,4.29,37.6
IN-161,"Union County",49.08,113,8.81,40.27
IN-163,"Vanderburgh County",63.26,123,19.35,43.91
IN-165,"Vermillion County",43.47,101,5.51,37.96
IN-167,"Vigo County",50.36,118,10.71,39.65
IN-169,"Wabash County",40.16,80,2.66,37.5
IN-171,"Warren County",40.2,82,2.66,37.54
IN-173,"Warrick County",66.74,123,22.92,43.82
IN-175,"Washington County",59.9,122,15.72,44.18
IN-177,"Wayne County",49.23,113,9.65,39.58
IN-179,"Wells County",43.38,113,6.64,36.74
IN-181,"White County",40.24,88,3.4,36.84
IN-183,"Whitley County",41.28,103,4.81,36.47
IA-001,"Adair County",41.79,111,9.14,32.65
IA-003,"Adams County",42.97,110,9.79,33.18
IA-005,"Allamakee County",51.14,123,18.34,32.8
IA-007,"Appanoose County",52.1,121,16.92,35.18
IA-009,"Audubon County",40.6,110,8.92,31.68
IA-011,"Benton County",40.64,106,7.44,33.2
IA-013,"Black Hawk County",41.96,113,8.54,33.42
IA-015,"Boone County",40.93,111,9.51,31.42
IA-017,"Bremer County",43.02,116,9.81,33.21
IA-019,"Buchanan County",44.09,118,10.93,33.16
IA-021,"Buena Vista County",36.78,112,8.0,28.78
IA-023,"Butler County",39.54,105,6.75,32.79
IA-025,"Calhoun County",36.86,100,6.02,30.84
IA-027,"Carroll County",37.54,100,6.45,31.09
IA-029,"Cass County",42.58,117,11.28,31.3
IA-031,"Cedar County",45.63,117,10.49,35.14
IA-033,"Cerro Gordo County",39.85,109,8.11,31.74
IA-035,"Cherokee County",39.28,122,11.11,28.17
IA-037,"Chickasaw County",43.81,120,11.4,32.41
IA-039,"Clarke County",42.6,112,8.99,33.61
IA-041,"Clay County",39.75,120,11.15,28.6
IA-043,"Clayton County",49.49,124,16.31,33.18
IA-045,"Clinton County",50.0,124,15.06,34.94
IA-047,"Crawford County",36.48,100,6.7,29.78
IA-049,"Dallas County",37.52,99,5.75,31.77
IA-051,"Davis County",47.64,118,12.42,35.22
IA-053,"Decatur County",46.57,120,12.38,34.19
IA-055,"Delaware County",48.38,122,15.08,33.3
IA-057,"Des Moines County",48.55,119,13.32,35.23
IA-059,"Dickinson County",42.51,123,14.31,28.2
IA-061,"Dubuque County",50.69,125,17.32,33.37
IA-063,"Emmet County",42.08,123,12.72,29.36
IA-065,"Fayette County",42.69,116,9.38,33.31
IA-067,"Floyd County",42.07,117,9.95,32.12
IA-069,"Franklin County",40.68,112,8.84,31.84
IA-071,"Fremont County",42.34,113,9.87,32.47
IA-073,"Greene County",39.44,107,7.97,31.47
IA-075,"Grundy County",40.57,106,7.53,33.04
IA-077,"Guthrie County",37.38,95,5.71,31.67
IA-079,"Hamilton County",42.53,117,11.6,30.93
IA-081,"Hancock County",38.38,107,7.08,31.3
IA-083,"Hardin County",42.84,117,10.91,31.93
IA-085,"Harrison County",38.99,114,9.68,29.31
IA-087,"Henry County",46.98,118,11.72,35.26
IA-089,"Howard County",47.27,123,14.66,32.61
IA-091,"Humboldt County",36.21,104,5.71,30.5
IA-093,"Ida County",35.39,102,6.56,28.83
IA-095,"Iowa County",41.81,108,8.04,33.77
IA-097,"Jackson County",49.25,124,15.21,34.04
IA-099,"Jasper County",41.69,111,8.73,32.96
IA-101,"Jefferson County",43.28,113,8.38,34.9
IA-103,"Johnson County",44.88,113,11.13,33.75
IA-105,"Jones County",46.15,121,12.53,33.62
IA-107,"Keokuk County",41.56,108,7.57,33.99
IA-109,"Kossuth County",40.28,122,10.08,30.2
IA-111,"Lee County",50.13,120,14.61,35.52
IA-113,"Linn County",43.5,114,10.48,33.02
IA-115,"Louisa County",46.09,118,11.62,34.47
IA-117,"Lucas County",44.16,116,10.38,33.78
IA-119,"Lyon County",42.83,124,16.48,26.35
IA-121,"Madison County",38.83,99,6.0,32.83
IA-123,"Mahaska County",43.81,115,10.03,33.78
IA-125,"Marion County",42.9,113,9.4,33.5
IA-127,"Marshall County",41.16,110,8.64,32.52
IA-129,"Mills County",41.63,113,9.88,31.75
IA-131,"Mitchell County",46.25,123,14.26,31.99
IA-133,"Monona County",34.71,102,6.17,28.54
IA-135,"Monroe County",46.0,117,11.77,34.23
IA-137,"Montgomery County",41.91,111,9.39,32.52
IA-139,"Muscatine County",45.8,117,11.29,34.51
IA-141,"O'Brien County",40.5,122,12.44,28.06
IA-143,"Osceola County",43.0,123,15.27,27.73
IA-145,"Page County",42.0,109,8.6,33.4
IA-147,"Palo Alto County",39.42,120,9.81,29.61
IA-149,"Plymouth County",38.68,121,11.53,27.15
IA-151,"Pocahontas County",36.23,105,6.29,29.94
IA-153,"Polk County",41.77,114,9.83,31.94
IA-155,"Pottawattamie County",40.54,114,9.64,30.9
IA-157,"Poweshiek County",44.19,115,10.19,34
IA-159,"Ringgold County",45.29,117,10.73,34.56
IA-161,"Sac County",35.87,97,6.33,29.54
IA-163,"Scott County",48.87,124,13.99,34.88
IA-165,"Shelby County",39.96,109,9.09,30.87
IA-167,"Sioux County",40.84,123,14.1,26.74
IA-169,"Story County",39.84,107,8.12,31.72
IA-171,"Tama County",40.85,107,6.82,34.03
IA-173,"Taylor County",44.07,116,9.71,34.36
IA-175,"Union County",43.31,113,9.45,33.86
IA-177,"Van Buren County",47.15,119,12.09,35.06
IA-179,"Wapello County",43.57,115,9.09,34.48
IA-181,"Warren County",43.76,117,10.94,32.82
IA-183,"Washington County",41.47,107,7.19,34.28
IA-185,"Wayne County",48.84,119,13.83,35.01
IA-187,"Webster County",39.49,108,8.4,31.09
IA-189,"Winnebago County",42.31,120,11.0,31.31
IA-191,"Winneshiek County",48.55,123,15.41,33.14
IA-193,"Woodbury County",34.88,113,7.22,27.66
IA-195,"Worth County",43.92,122,12.03,31.89
IA-197,"Wright County",39.63,114,8.65,30.98
KS-001,"Allen County",62.77,125,23.6,39.17
KS-003,"Anderson County",55.7,120,16.61,39.09
KS-005,"Atchison County",47.44,117,12.33,35.11
KS-007,"Barber County",34.4,113,8.39,26.01
KS-009,"Barton County",32.09,112,7.29,24.8
KS-011,"Bourbon County",62.11,125,21.81,40.3
KS-013,"Brown County",46.89,121,12.52,34.37
KS-015,"Butler County",51.75,125,18.48,33.27
KS-017,"Chase County",48.45,123,15.75,32.7
KS-019,"Chautauqua County",52.8,119,15.97,36.83
KS-021,"Cherokee County",66.85,125,25.22,41.63
KS-023,"Cheyenne County",19.1,71,0.28,18.82
KS-025,"Clark County",27.33,108,5.01,22.32
KS-027,"Clay County",44.56,121,14.37,30.19
KS-029,"Cloud County",38.44,118,10.38,28.06
KS-031,"Coffey County",56.02,124,19.09,36.93
KS-033,"Comanche County",29.64,111,5.54,24.1
KS-035,"Cowley County",58.35,125,24.62,33.73
KS-037,"Crawford County",67.3,125,26.3,41
KS-039,"Decatur County",27.84,115,6.98,20.86
KS-041,"Dickinson County",40.6,116,9.91,30.69
KS-043,"Doniphan County",45.65,116,10.27,35.38
KS-045,"Douglas County",55.8,123,19.58,36.22
KS-047,"Edwards County",28.18,107,5.43,22.75
KS-049,"Elk County",51.96,120,15.51,36.45
KS-051,"Ellis County",31.83,116,8.73,23.1
KS-053,"Ellsworth County",34.92,110,8.24,26.68
KS-055,"Finney County",17.29,44,-1.47,18.76
KS-057,"Ford County",25.1,94,3.46,21.64
KS-059,"Franklin County",57.41,124,20.04,37.37
KS-061,"Geary County",43.55,116,10.96,32.59
KS-063,"Gove County",24.41,105,4.65,19.76
KS-065,"Graham County",28.69,111,6.83,21.86
KS-067,"Grant County",17.4,62,-0.27,17.67
KS-069,"Gray County",20.85,76,0.8,20.05
KS-071,"Greeley County",19.21,94,2.29,16.92
KS-073,"Greenwood County",56.56,123,21.26,35.3
KS-075,"Hamilton County",17.26,81,0.77,16.49
KS-077,"Harper County",41.18,122,12.77,28.41
KS-079,"Harvey County",42.64,120,11.59,31.05
KS-081,"Haskell County",19.08,63,-0.15,19.23
KS-083,"Hodgeman County",23.21,84,2.59,20.62
KS-085,"Jackson County",48.21,122,14.04,34.17
KS-087,"Jefferson County",50.33,122,14.92,35.41
KS-089,"Jewell County",37.69,121,11.62,26.07
KS-091,"Johnson County",51.3,120,14.2,37.1
KS-093,"Kearny County",16.93,65,-0.48,17.41
KS-095,"Kingman County",38.34,116,10.34,28
KS-097,"Kiowa County",29.38,107,5.71,23.67
KS-099,"Labette County",66.41,125,26.24,40.17
KS-101,"Lane County",20.49,67,0.8,19.69
KS-103,"Leavenworth County",50.05,120,14.31,35.74
KS-105,"Lincoln County",33.7,110,7.92,25.78
KS-107,"Linn County",58.29,122,18.27,40.02
KS-109,"Logan County",22.36,103,3.98,18.38
KS-111,"Lyon County",49.42,120,14.64,34.78
KS-113,"McPherson County",39.73,119,10.31,29.42
KS-115,"Marion County",43.14,119,11.39,31.75
KS-117,"Marshall County",47.74,123,16.37,31.37
KS-119,"Meade County",26.72,114,6.29,20.43
KS-121,"Miami County",52.29,119,13.52,38.77
KS-123,"Mitchell County",34.25,118,8.72,25.53
KS-125,"Montgomery County",59.25,124,21.42,37.83
KS-127,"Morris County",44.89,119,11.8,33.09
KS-129,"Morton County",17.04,68,0.1,16.94
KS-131,"Nemaha County",49.11,122,16.03,33.08
KS-133,"Neosho County",65.99,125,26.23,39.76
KS-135,"Ness County",24.52,93,3.52,21
KS-137,"Norton County",28.15,110,6.15,22
KS-139,"Osage County",52.97,123,17.31,35.66
KS-141,"Osborne County",33.01,116,9.15,23.86
KS-143,"Ottawa County",36.99,117,9.17,27.82
KS-145,"Pawnee County",28.7,107,5.77,22.93
KS-147,"Phillips County",28.85,107,5.7,23.15
KS-149,"Pottawatomie County",50.06,122,17.08,32.98
KS-151,"Pratt County",29.25,98,3.94,25.31
KS-153,"Rawlins County",24.67,103,4.84,19.83
KS-155,"Reno County",35.55,112,7.97,27.58
KS-157,"Republic County",39.57,119,11.67,27.9
KS-159,"Rice County",35.25,111,8.49,26.76
KS-161,"Riley County",47.85,122,16.11,31.74
KS-163,"Rooks County",29.8,110,6.81,22.99
KS-165,"Rush County",33.12,122,10.32,22.8
KS-167,"Russell County",31.3,111,6.81,24.49
KS-169,"Saline County",38.55,115,9.75,28.8
KS-171,"Scott County",18.27,61,-0.47,18.74
KS-173,"Sedgwick County",45.5,122,14.85,30.65
KS-175,"Seward County",22.44,97,3.23,19.21
KS-177,"Shawnee County",48.09,121,13.35,34.74
KS-179,"Sheridan County",28.03,115,7.22,20.81
KS-181,"Sherman County",21.45,99,3.22,18.23
KS-183,"Smith County",31.11,112,7.19,23.92
KS-185,"Stafford County",28.98,95,4.15,24.83
KS-187,"Stanton County",15.95,55,-0.62,16.57
KS-189,"Stevens County",20.76,98,2.61,18.15
KS-191,"Sumner County",51.16,124,20.03,31.13
KS-193,"Thomas County",25.78,112,6.25,19.53
KS-195,"Trego County",25.5,98,3.99,21.51
KS-197,"Wabaunsee County",48.79,121,14.57,34.22
KS-199,"Wallace County",21.66,104,4.05,17.61
KS-201,"Washington County",44.7,122,15.07,29.63
KS-203,"Wichita County",17.21,58,-0.6,17.81
KS-205,"Wilson County",60.35,125,22.64,37.71
KS-207,"Woodson County",57.26,123,19.79,37.47
KS-209,"Wyandotte County",50.68,121,14.49,36.19
KY-001,"Adair County",64.66,121,14.45,50.21
KY-003,"Allen County",65.34,122,15.14,50.2
KY-005,"Anderson County",61.96,121,16.24,45.72
KY-007,"Ballard County",68.81,124,22.46,46.35
KY-009,"Barren County",64.54,121,14.09,50.45
KY-011,"Bath County",57.48,115,11.65,45.83
KY-013,"Bell County",67.48,123,15.82,51.66
KY-015,"Boone County",55.28,121,13.79,41.49
KY-017,"Bourbon County",56.53,117,11.7,44.83
KY-019,"Boyd County",50.39,113,8.38,42.01
KY-021,"Boyle County",52.6,93,4.71,47.89
KY-023,"Bracken County",54.16,117,10.09,44.07
KY-025,"Breathitt County",56.6,114,10.23,46.37
KY-027,"Breckinridge County",64.67,122,17.93,46.74
KY-029,"Bullitt County",63.06,122,17.62,45.44
KY-031,"Butler County",65.03,122,17.04,47.99
KY-033,"Caldwell County",59.44,114,12.08,47.36
KY-035,"Calloway County",61.79,111,12.83,48.96
KY-037,"Campbell County",54.66,120,12.87,41.79
KY-039,"Carlisle County",70.15,122,22.96,47.19
KY-041,"Carroll County",56.05,119,13.31,42.74
KY-043,"Carter County",49.81,109,7.6,42.21
KY-045,"Casey County",60.04,117,10.27,49.77
KY-047,"Christian County",58.6,110,10.4,48.2
KY-049,"Clark County",58.62,117,12.78,45.84
KY-051,"Clay County",63.52,120,14.66,48.86
KY-053,"Clinton County",69.65,123,17.47,52.18
KY-055,"Crittenden County",63.13,120,16.87,46.26
KY-057,"Cumberland County",66.06,121,14.9,51.16
KY-059,"Daviess County",61.26,123,16.43,44.83
KY-061,"Edmonson County",63.31,119,13.49,49.82
KY-063,"Elliott County",53.41,115,10.13,43.28
KY-065,"Estill County",62.15,120,16.06,46.09
KY-067,"Fayette County",58.06,118,13.06,45
KY-069,"Fleming County",55.93,116,11.12,44.81
KY-071,"Floyd County",53.85,114,10.19,43.66
KY-073,"Franklin County",62.0,121,17.37,44.63
KY-075,"Fulton County",71.58,123,22.65,48.93
KY-077,"Gallatin County",56.01,120,13.66,42.35
KY-079,"Garrard County",56.04,108,9.28,46.76
KY-081,"Grant County",55.76,120,12.98,42.78
KY-083,"Graves County",67.44,121,18.4,49.04
KY-085,"Grayson County",65.04,122,16.06,48.98
KY-087,"Green County",58.25,113,9.21,49.04
KY-089,"Greenup County",46.36,100,4.67,41.69
KY-091,"Hancock County",62.89,121,17.16,45.73
KY-093,"Hardin County",63.91,122,16.95,46.96
KY-095,"Harlan County",62.45,117,10.4,52.05
KY-097,"Harrison County",57.46,121,13.93,43.53
KY-099,"Hart County",60.35,117,11.03,49.32
KY-101,"Henderson County",60.2,121,15.8,44.4
KY-103,"Henry County",60.08,121,16.02,44.06
KY-105,"Hickman County",71.04,122,22.76,48.28
KY-107,"Hopkins County",62.36,123,16.45,45.91
KY-109,"Jackson County",63.95,121,15.65,48.3
KY-111,"Jefferson County",60.85,121,16.72,44.13
KY-113,"Jessamine County",57.61,116,12.13,45.48
KY-115,"Johnson County",53.8,115,10.04,43.76
KY-117,"Kenton County",55.23,121,13.46,41.77
KY-119,"Knott County",53.46,106,7.5,45.96
KY-121,"Knox County",65.03,123,14.79,50.24
KY-123,"Larue County",60.86,117,12.78,48.08
KY-125,"Laurel County",66.33,123,16.98,49.35
KY-127,"Lawrence County",53.37,115,10.11,43.26
KY-129,"Lee County",60.73,119,14.12,46.61
KY-131,"Leslie County",58.96,118,10.08,48.88
KY-133,"Letcher County",53.4,104,6.77,46.63
KY-135,"Lewis County",52.45,114,9.0,43.45
KY-137,"Lincoln County",56.18,106,7.63,48.55
KY-139,"Livingston County",64.7,119,17.32,47.38
KY-141,"Logan County",64.17,123,15.77,48.4
KY-143,"Lyon County",60.54,114,12.45,48.09
KY-145,"McCracken County",68.42,121,20.97,47.45
KY-147,"McCreary County",69.82,125,19.31,50.51
KY-149,"McLean County",59.65,123,14.66,44.99
KY-151,"Madison County",58.99,117,13.07,45.92
KY-153,"Magoffin County",54.05,113,9.58,44.47
KY-155,"Marion County",57.96,113,9.47,48.49
KY-157,"Marshall County",63.88,119,15.69,48.19
KY-159,"Martin County",56.05,115,11.01,45.04
KY-161,"Mason County",53.78,114,9.74,44.04
KY-163,"Meade County",61.09,121,15.52,45.57
KY-165,"Menifee County",59.93,117,13.54,46.39
KY-167,"Mercer County",57.33,115,10.89,46.44
KY-169,"Metcalfe County",62.3,120,12.11,50.19
KY-171,"Monroe County",65.47,119,13.67,51.8
KY-173,"Montgomery County",58.71,116,12.04,46.67
KY-175,"Morgan County",55.15,115,10.52,44.63
KY-177,"Muhlenberg County",64.14,123,17.48,46.66
KY-179,"Nelson County",63.44,121,16.44,47
KY-181,"Nicholas County",56.38,118,11.5,44.88
KY-183,"Ohio County",64.76,123,18.4,46.36
KY-185,"Oldham County",61.21,121,16.67,44.54
KY-187,"Owen County",58.61,121,14.97,43.64
KY-189,"Owsley County",60.91,121,13.67,47.24
KY-191,"Pendleton County",54.73,119,11.51,43.22
KY-193,"Perry County",55.67,109,8.35,47.32
KY-195,"Pike County",56.86,119,12.57,44.29
KY-197,"Powell County",62.46,121,15.97,46.49
