January - December 2019 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 126 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-033,"Clark County",39.2,67,0.2,39
ID-035,"Clearwater County",43.5,82,0.5,43
ID-037,"Custer County",37.6,73,0.6,37
ID-039,"Elmore County",47.2,100,1.2,46
ID-041,"Franklin County",43.5,76,0.5,43
ID-043,"Fremont County",39.1,79,0.6,38.5
ID-045,"Gem County",48.6,62,0.2,48.4
ID-047,"Gooding County",48.8,99,1.3,47.5
ID-049,"Idaho County",41.2,73,0.4,40.8
ID-051,"Jefferson County",42.9,83,0.8,42.1
ID-053,"Jerome County",48.8,98,1.3,47.5
ID-055,"Kootenai County",44.9,75,0.4,44.5
ID-057,"Latah County",45.6,72,0.2,45.4
ID-059,"Lemhi County",38.8,77,0.5,38.3
ID-061,"Lewis County",44.6,44,-0.3,44.9
ID-063,"Lincoln County",46.6,98,1.4,45.2
ID-065,"Madison County",42.5,91,1.0,41.5
ID-067,"Minidoka County",45.7,73,0.5,45.2
ID-069,"Nez Perce County",47.9,56,-0.1,48
ID-071,"Oneida County",44.6,40,-0.3,44.9
ID-073,"Owyhee County",47.0,57,0.2,46.8
ID-075,"Payette County",51.3,85,0.9,50.4
ID-077,"Power County",44.5,40,-0.2,44.7
ID-079,"Shoshone County",42.2,78,0.4,41.8
ID-081,"Teton County",39.6,90,1.0,38.6
ID-083,"Twin Falls County",46.6,44,-0.2,46.8
ID-085,"Valley County",39.1,88,0.8,38.3
ID-087,"Washington County",47.2,54,0.0,47.2
IL-001,"Adams County",52.5,63,0.1,52.4
IL-003,"Alexander County",58.2,106,1.4,56.8
IL-005,"Bond County",54.5,80,0.5,54
IL-007,"Boone County",47.3,56,0.0,47.3
IL-009,"Brown County",52.3,70,0.2,52.1
IL-011,"Bureau County",48.9,57,0.0,48.9
IL-013,"Calhoun County",54.2,77,0.4,53.8
IL-015,"Carroll County",48.0,85,0.6,47.4
IL-017,"Cass County",52.1,55,-0.1,52.2
IL-019,"Champaign County",51.6,86,0.8,50.8
IL-021,"Christian County",52.7,70,0.3,52.4
IL-023,"Clark County",53.6,89,0.9,52.7
IL-025,"Clay County",55.0,96,1.1,53.9
IL-027,"Clinton County",55.5,92,0.9,54.6
IL-029,"Coles County",52.9,85,0.7,52.2
IL-031,"Cook County",49.4,76,0.5,48.9
IL-033,"Crawford County",54.7,95,1.1,53.6
IL-035,"Cumberland County",53.6,88,0.7,52.9
IL-037,"DeKalb County",47.8,56,0.0,47.8
IL-039,"De Witt County",51.7,88,0.9,50.8
IL-041,"Douglas County",52.5,89,0.9,51.6
IL-043,"DuPage County",48.9,72,0.5,48.4
IL-045,"Edgar County",52.3,74,0.5,51.8
IL-047,"Edwards County",56.2,101,1.3,54.9
IL-049,"Effingham County",53.8,86,0.6,53.2
IL-051,"Fayette County",53.8,74,0.4,53.4
IL-053,"Ford County",50.7,83,0.6,50.1
IL-055,"Franklin County",56.3,95,1.0,55.3
IL-057,"Fulton County",51.3,60,0.0,51.3
IL-059,"Gallatin County",56.6,78,0.5,56.1
IL-061,"Greene County",53.7,69,0.2,53.5
IL-063,"Grundy County",50.0,82,0.8,49.2
IL-065,"Hamilton County",56.3,96,1.1,55.2
IL-067,"Hancock County",51.6,57,-0.1,51.7
IL-069,"Hardin County",57.2,90,0.9,56.3
IL-071,"Henderson County",50.5,55,-0.1,50.6
IL-073,"Henry County",49.1,58,0.0,49.1
IL-075,"Iroquois County",50.9,89,0.9,50
IL-077,"Jackson County",56.4,93,1.0,55.4
IL-079,"Jasper County",54.4,91,0.9,53.5
IL-081,"Jefferson County",55.8,96,1.0,54.8
IL-083,"Jersey County",54.4,76,0.4,54
IL-085,"Jo Daviess County",46.8,58,0.0,46.8
IL-087,"Johnson County",57.0,91,1.0,56
IL-089,"Kane County",48.1,60,0.1,48
IL-091,"Kankakee County",50.2,81,0.7,49.5
IL-093,"Kendall County",49.2,68,0.3,48.9
IL-095,"Knox County",49.7,54,-0.1,49.8
IL-097,"Lake County",47.8,67,0.2,47.6
IL-099,"LaSalle County",49.3,70,0.2,49.1
IL-101,"Lawrence County",55.5,94,1.1,54.4
IL-103,"Lee County",48.4,73,0.3,48.1
IL-105,"Livingston County",50.0,76,0.3,49.7
IL-107,"Logan County",52.1,81,0.5,51.6
IL-109,"McDonough County",51.0,56,-0.1,51.1
IL-111,"McHenry County",47.4,72,0.3,47.1
IL-113,"McLean County",50.9,89,0.9,50
IL-115,"Macon County",52.3,84,0.6,51.7
IL-117,"Macoupin County",53.4,69,0.2,53.2
IL-119,"Madison County",55.0,75,0.3,54.7
IL-121,"Marion County",54.9,89,0.8,54.1
IL-123,"Marshall County",50.2,78,0.4,49.8
IL-125,"Mason County",52.1,68,0.1,52
IL-127,"Massac County",58.1,95,1.3,56.8
IL-129,"Menard County",52.0,61,-0.1,52.1
IL-131,"Mercer County",49.5,49,-0.3,49.8
IL-133,"Monroe County",56.7,99,1.2,55.5
IL-135,"Montgomery County",53.2,68,0.2,53
IL-137,"Morgan County",52.4,61,0.1,52.3
IL-139,"Moultrie County",52.6,84,0.6,52
IL-141,"Ogle County",48.0,75,0.5,47.5
IL-143,"Peoria County",51.0,83,0.7,50.3
IL-145,"Perry County",56.0,92,1.0,55
IL-147,"Piatt County",52.0,90,0.9,51.1
IL-149,"Pike County",53.1,72,0.3,52.8
IL-151,"Pope County",57.1,85,0.8,56.3
IL-153,"Pulaski County",58.2,105,1.4,56.8
IL-155,"Putnam County",49.7,55,-0.1,49.8
IL-157,"Randolph County",56.3,94,1.1,55.2
IL-159,"Richland County",55.3,95,1.0,54.3
IL-161,"Rock Island County",49.2,55,-0.2,49.4
IL-163,"St. Clair County",56.1,89,0.9,55.2
IL-165,"Saline County",56.5,81,0.7,55.8
IL-167,"Sangamon County",52.3,59,0.0,52.3
IL-169,"Schuyler County",51.9,59,0.0,51.9
IL-171,"Scott County",53.0,62,0.1,52.9
IL-173,"Shelby County",52.9,70,0.3,52.6
IL-175,"Stark County",49.5,58,0.1,49.4
IL-177,"Stephenson County",47.1,74,0.4,46.7
IL-179,"Tazewell County",51.7,89,0.9,50.8
IL-181,"Union County",57.1,99,1.2,55.9
IL-183,"Vermilion County",51.4,75,0.3,51.1
IL-185,"Wabash County",56.1,96,1.1,55
IL-187,"Warren County",49.8,51,-0.3,50.1
IL-189,"Washington County",55.6,91,0.8,54.8
IL-191,"Wayne County",56.2,102,1.5,54.7
IL-193,"White County",56.4,84,0.8,55.6
IL-195,"Whiteside County",48.7,74,0.3,48.4
IL-197,"Will County",49.7,71,0.5,49.2
IL-199,"Williamson County",56.4,91,1.0,55.4
IL-201,"Winnebago County",47.6,69,0.2,47.4
IL-203,"Woodford County",50.8,92,1.0,49.8
IN-001,"Adams County",51.0,103,1.4,49.6
IN-003,"Allen County",50.4,92,1.1,49.3
IN-005,"Bartholomew County",54.2,95,1.3,52.9
IN-007,"Benton County",50.3,77,0.5,49.8
IN-009,"Blackford County",51.7,102,1.4,50.3
IN-011,"Boone County",51.2,91,1.0,50.2
IN-013,"Brown County",53.4,95,1.2,52.2
IN-015,"Carroll County",50.8,83,0.6,50.2
IN-017,"Cass County",50.4,81,0.6,49.8
IN-019,"Clark County",56.8,120,2.5,54.3
IN-021,"Clay County",53.6,97,1.4,52.2
IN-023,"Clinton County",50.9,84,0.8,50.1
IN-025,"Crawford County",55.3,92,0.9,54.4
IN-027,"Daviess County",55.3,107,1.6,53.7
IN-029,"Dearborn County",54.8,116,2.1,52.7
IN-031,"Decatur County",53.5,95,1.2,52.3
IN-033,"DeKalb County",49.0,80,0.6,48.4
IN-035,"Delaware County",52.6,115,2.0,50.6
IN-037,"Dubois County",55.4,98,1.1,54.3
IN-039,"Elkhart County",49.2,95,1.0,48.2
IN-041,"Fayette County",52.6,103,1.4,51.2
IN-043,"Floyd County",56.9,120,2.4,54.5
IN-045,"Fountain County",51.2,72,0.3,50.9
IN-047,"Franklin County",53.4,102,1.5,51.9
IN-049,"Fulton County",49.8,88,0.9,48.9
IN-051,"Gibson County",56.2,96,1.1,55.1
IN-053,"Grant County",51.5,95,1.1,50.4
IN-055,"Greene County",54.3,106,1.7,52.6
IN-057,"Hamilton County",51.7,88,0.9,50.8
IN-059,"Hancock County",52.6,97,1.3,51.3
IN-061,"Harrison County",56.6,117,2.0,54.6
IN-063,"Hendricks County",51.7,89,0.8,50.9
IN-065,"Henry County",52.0,103,1.6,50.4
IN-067,"Howard County",50.8,80,0.6,50.2
IN-069,"Huntington County",50.6,86,0.8,49.8
IN-071,"Jackson County",54.7,101,1.4,53.3
IN-073,"Jasper County",49.9,76,0.5,49.4
IN-075,"Jay County",51.4,101,1.5,49.9
IN-077,"Jefferson County",55.7,118,2.1,53.6
IN-079,"Jennings County",54.8,103,1.5,53.3
IN-081,"Johnson County",53.0,93,1.1,51.9
IN-083,"Knox County",55.5,99,1.4,54.1
IN-085,"Kosciusko County",49.6,91,0.9,48.7
IN-087,"LaGrange County",48.9,90,0.8,48.1
IN-089,"Lake County",49.5,73,0.5,49
IN-091,"LaPorte County",49.1,75,0.4,48.7
IN-093,"Lawrence County",54.1,95,1.3,52.8
IN-095,"Madison County",52.5,105,1.6,50.9
IN-097,"Marion County",52.4,88,0.9,51.5
IN-099,"Marshall County",49.4,91,1.1,48.3
IN-101,"Martin County",54.8,108,1.6,53.2
IN-103,"Miami County",50.6,82,0.7,49.9
IN-105,"Monroe County",53.2,95,1.1,52.1
IN-107,"Montgomery County",51.2,87,0.8,50.4
IN-109,"Morgan County",52.8,91,0.9,51.9
IN-111,"Newton County",50.3,85,0.7,49.6
IN-113,"Noble County",49.2,88,0.9,48.3
IN-115,"Ohio County",55.9,121,2.5,53.4
IN-117,"Orange County",54.8,98,1.2,53.6
IN-119,"Owen County",53.4,97,1.4,52
IN-121,"Parke County",51.6,61,0.0,51.6
IN-123,"Perry County",55.6,75,0.3,55.3
IN-125,"Pike County",55.8,101,1.4,54.4
IN-127,"Porter County",49.3,76,0.5,48.8
IN-129,"Posey County",56.5,78,0.4,56.1
IN-131,"Pulaski County",49.8,86,0.7,49.1
IN-133,"Putnam County",51.8,82,0.5,51.3
IN-135,"Randolph County",51.6,108,1.7,49.9
IN-137,"Ripley County",54.1,110,1.7,52.4
IN-139,"Rush County",52.7,98,1.3,51.4
IN-141,"St. Joseph County",49.0,86,0.7,48.3
IN-143,"Scott County",55.7,117,2.0,53.7
IN-145,"Shelby County",53.4,97,1.3,52.1
IN-147,"Spencer County",56.3,82,0.6,55.7
IN-149,"Starke County",49.6,86,0.8,48.8
IN-151,"Steuben County",48.4,86,0.7,47.7
IN-153,"Sullivan County",54.8,105,1.8,53
IN-155,"Switzerland County",56.2,121,2.7,53.5
IN-157,"Tippecanoe County",50.9,78,0.6,50.3
IN-159,"Tipton County",51.2,84,0.9,50.3
IN-161,"Union County",52.6,101,1.5,51.1
IN-163,"Vanderburgh County",56.8,87,0.9,55.9
IN-165,"Vermillion County",51.9,61,0.1,51.8
IN-167,"Vigo County",53.8,97,1.3,52.5
IN-169,"Wabash County",50.6,84,0.7,49.9
IN-171,"Warren County",50.8,71,0.3,50.5
IN-173,"Warrick County",56.5,97,1.1,55.4
IN-175,"Washington County",55.1,113,1.8,53.3
IN-177,"Wayne County",51.8,101,1.5,50.3
IN-179,"Wells County",51.0,97,1.2,49.8
IN-181,"White County",50.3,82,0.5,49.8
IN-183,"Whitley County",49.8,88,0.8,49
IA-001,"Adair County",47.6,34,-0.9,48.5
IA-003,"Adams County",48.4,40,-0.7,49.1
IA-005,"Allamakee County",45.0,48,-0.4,45.4
IA-007,"Appanoose County",49.6,39,-0.7,50.3
IA-009,"Audubon County",46.9,39,-0.7,47.6
IA-011,"Benton County",45.7,16,-1.6,47.3
IA-013,"Black Hawk County",45.8,40,-0.8,46.6
IA-015,"Boone County",47.2,44,-0.6,47.8
IA-017,"Bremer County",45.3,51,-0.3,45.6
IA-019,"Buchanan County",45.0,27,-1.1,46.1
IA-021,"Buena Vista County",45.1,37,-0.8,45.9
IA-023,"Butler County",45.4,44,-0.6,46
IA-025,"Calhoun County",46.1,38,-0.8,46.9
IA-027,"Carroll County",46.9,50,-0.2,47.1
IA-029,"Cass County",48.1,41,-0.6,48.7
IA-031,"Cedar County",47.7,43,-0.6,48.3
IA-033,"Cerro Gordo County",44.4,44,-0.5,44.9
IA-035,"Cherokee County",44.9,27,-1.1,46
IA-037,"Chickasaw County",44.2,40,-0.7,44.9
IA-039,"Clarke County",49.0,43,-0.5,49.5
IA-041,"Clay County",44.6,43,-0.6,45.2
IA-043,"Clayton County",45.4,42,-0.6,46
IA-045,"Clinton County",48.5,69,0.1,48.4
IA-047,"Crawford County",46.9,51,-0.2,47.1
IA-049,"Dallas County",48.0,35,-0.8,48.8
IA-051,"Davis County",50.0,46,-0.5,50.5
IA-053,"Decatur County",49.8,52,-0.2,50
IA-055,"Delaware County",45.7,49,-0.3,46
IA-057,"Des Moines County",50.1,47,-0.4,50.5
IA-059,"Dickinson County",43.5,30,-1.0,44.5
IA-061,"Dubuque County",46.3,47,-0.4,46.7
IA-063,"Emmet County",43.3,27,-1.2,44.5
IA-065,"Fayette County",44.4,35,-0.8,45.2
IA-067,"Floyd County",44.5,38,-0.8,45.3
IA-069,"Franklin County",45.2,50,-0.3,45.5
IA-071,"Fremont County",50.1,37,-0.8,50.9
IA-073,"Greene County",47.1,46,-0.6,47.7
IA-075,"Grundy County",46.0,43,-0.6,46.6
IA-077,"Guthrie County",47.5,42,-0.6,48.1
IA-079,"Hamilton County",45.7,32,-1.0,46.7
IA-081,"Hancock County",44.3,38,-0.8,45.1
IA-083,"Hardin County",46.0,48,-0.5,46.5
IA-085,"Harrison County",48.1,41,-0.7,48.8
IA-087,"Henry County",48.8,15,-1.4,50.2
IA-089,"Howard County",43.2,42,-0.6,43.8
IA-091,"Humboldt County",45.2,24,-1.2,46.4
IA-093,"Ida County",46.0,39,-0.7,46.7
IA-095,"Iowa County",47.7,41,-0.5,48.2
IA-097,"Jackson County",47.7,59,0.1,47.6
IA-099,"Jasper County",48.0,45,-0.6,48.6
IA-101,"Jefferson County",48.6,17,-1.4,50
IA-103,"Johnson County",47.7,35,-0.8,48.5
IA-105,"Jones County",47.5,74,0.3,47.2
IA-107,"Keokuk County",48.7,49,-0.3,49
IA-109,"Kossuth County",44.1,32,-1.1,45.2
IA-111,"Lee County",50.6,33,-0.8,51.4
IA-113,"Linn County",46.4,35,-0.8,47.2
IA-115,"Louisa County",49.1,38,-0.8,49.9
IA-117,"Lucas County",49.0,36,-0.9,49.9
IA-119,"Lyon County",43.9,25,-1.2,45.1
IA-121,"Madison County",48.2,31,-1.0,49.2
IA-123,"Mahaska County",48.9,47,-0.5,49.4
IA-125,"Marion County",48.8,30,-1.1,49.9
IA-127,"Marshall County",46.9,43,-0.6,47.5
IA-129,"Mills County",49.7,45,-0.6,50.3
IA-131,"Mitchell County",43.6,38,-0.8,44.4
IA-133,"Monona County",47.3,39,-0.7,48
IA-135,"Monroe County",49.3,37,-0.9,50.2
IA-137,"Montgomery County",49.2,45,-0.5,49.7
IA-139,"Muscatine County",48.3,28,-1.0,49.3
IA-141,"O'Brien County",44.2,26,-1.2,45.4
IA-143,"Osceola County",43.2,24,-1.4,44.6
IA-145,"Page County",50.0,57,-0.3,50.3
IA-147,"Palo Alto County",44.6,39,-0.7,45.3
IA-149,"Plymouth County",45.6,33,-0.9,46.5
IA-151,"Pocahontas County",45.1,23,-1.2,46.3
IA-153,"Polk County",48.3,38,-0.9,49.2
IA-155,"Pottawattamie County",48.8,46,-0.6,49.4
IA-157,"Poweshiek County",47.7,49,-0.3,48
IA-159,"Ringgold County",49.4,54,-0.1,49.5
IA-161,"Sac County",46.1,46,-0.4,46.5
IA-163,"Scott County",48.7,54,-0.2,48.9
IA-165,"Shelby County",47.4,43,-0.6,48
IA-167,"Sioux County",44.5,24,-1.3,45.8
IA-169,"Story County",47.1,44,-0.6,47.7
IA-171,"Tama County",46.4,37,-0.8,47.2
IA-173,"Taylor County",49.4,56,-0.2,49.6
IA-175,"Union County",48.4,42,-0.7,49.1
IA-177,"Van Buren County",49.3,16,-1.6,50.9
IA-179,"Wapello County",49.6,46,-0.4,50
IA-181,"Warren County",48.9,28,-1.1,50
IA-183,"Washington County",48.6,39,-0.6,49.2
IA-185,"Wayne County",49.2,35,-0.8,50
IA-187,"Webster County",45.8,25,-1.1,46.9
IA-189,"Winnebago County",43.5,32,-1.1,44.6
IA-191,"Winneshiek County",43.9,53,-0.4,44.3
IA-193,"Woodbury County",46.6,38,-0.7,47.3
IA-195,"Worth County",43.4,32,-1.0,44.4
IA-197,"Wright County",44.9,34,-0.9,45.8
KS-001,"Allen County",55.5,45,-0.5,56
KS-003,"Anderson County",54.9,43,-0.3,55.2
KS-005,"Atchison County",52.8,52,-0.2,53
KS-007,"Barber County",56.5,58,0.0,56.5
KS-009,"Barton County",53.1,20,-1.2,54.3
KS-011,"Bourbon County",55.7,45,-0.5,56.2
KS-013,"Brown County",52.0,53,-0.2,52.2
KS-015,"Butler County",55.6,61,0.0,55.6
KS-017,"Chase County",54.0,41,-0.6,54.6
KS-019,"Chautauqua County",56.8,42,-0.6,57.4
KS-021,"Cherokee County",57.3,50,-0.1,57.4
KS-023,"Cheyenne County",50.7,60,-0.1,50.8
KS-025,"Clark County",56.2,50,-0.3,56.5
KS-027,"Clay County",53.4,57,-0.2,53.6
KS-029,"Cloud County",52.8,49,-0.4,53.2
KS-031,"Coffey County",54.8,49,-0.2,55
KS-033,"Comanche County",56.6,70,0.2,56.4
KS-035,"Cowley County",56.3,44,-0.6,56.9
KS-037,"Crawford County",56.5,54,-0.2,56.7
KS-039,"Decatur County",50.9,46,-0.5,51.4
KS-041,"Dickinson County",54.3,69,0.0,54.3
KS-043,"Doniphan County",52.5,46,-0.5,53
KS-045,"Douglas County",54.4,63,0.0,54.4
KS-047,"Edwards County",54.4,47,-0.4,54.8
KS-049,"Elk County",55.9,44,-0.6,56.5
KS-051,"Ellis County",52.9,34,-0.6,53.5
KS-053,"Ellsworth County",54.0,50,-0.4,54.4
KS-055,"Finney County",53.5,62,0.1,53.4
KS-057,"Ford County",54.6,58,-0.1,54.7
KS-059,"Franklin County",54.7,60,-0.1,54.8
KS-061,"Geary County",53.9,57,-0.1,54
KS-063,"Gove County",52.2,43,-0.5,52.7
KS-065,"Graham County",52.0,35,-0.7,52.7
KS-067,"Grant County",54.2,49,-0.2,54.4
KS-069,"Gray County",54.0,57,-0.2,54.2
KS-071,"Greeley County",51.7,53,-0.1,51.8
KS-073,"Greenwood County",55.1,49,-0.4,55.5
KS-075,"Hamilton County",53.0,36,-0.5,53.5
KS-077,"Harper County",56.8,48,-0.3,57.1
KS-079,"Harvey County",55.7,74,0.2,55.5
KS-081,"Haskell County",54.3,61,-0.1,54.4
KS-083,"Hodgeman County",54.2,52,-0.2,54.4
KS-085,"Jackson County",52.7,56,-0.2,52.9
KS-087,"Jefferson County",53.7,68,0.1,53.6
KS-089,"Jewell County",51.7,54,-0.3,52
KS-091,"Johnson County",54.2,58,-0.1,54.3
KS-093,"Kearny County",53.4,59,0.0,53.4
KS-095,"Kingman County",55.5,40,-0.6,56.1
KS-097,"Kiowa County",55.2,59,-0.2,55.4
KS-099,"Labette County",57.2,46,-0.4,57.6
KS-101,"Lane County",52.8,53,-0.1,52.9
KS-103,"Leavenworth County",54.1,72,0.2,53.9
KS-105,"Lincoln County",53.5,50,-0.4,53.9
KS-107,"Linn County",55.4,57,-0.2,55.6
KS-109,"Logan County",52.1,58,-0.2,52.3
KS-111,"Lyon County",54.1,54,-0.3,54.4
KS-113,"McPherson County",54.9,74,0.2,54.7
KS-115,"Marion County",54.6,63,0.0,54.6
KS-117,"Marshall County",51.3,31,-1.0,52.3
KS-119,"Meade County",55.5,42,-0.5,56
KS-121,"Miami County",54.6,55,-0.1,54.7
KS-123,"Mitchell County",52.4,37,-0.7,53.1
KS-125,"Montgomery County",57.3,47,-0.5,57.8
KS-127,"Morris County",53.6,57,-0.2,53.8
KS-129,"Morton County",54.8,52,-0.2,55
KS-131,"Nemaha County",51.2,35,-0.8,52
KS-133,"Neosho County",56.1,40,-0.6,56.7
KS-135,"Ness County",53.3,34,-0.6,53.9
KS-137,"Norton County",50.8,35,-0.8,51.6
KS-139,"Osage County",54.6,72,0.3,54.3
KS-141,"Osborne County",52.3,34,-0.8,53.1
KS-143,"Ottawa County",53.9,69,0.0,53.9
KS-145,"Pawnee County",53.5,23,-0.9,54.4
KS-147,"Phillips County",51.4,31,-0.8,52.2
KS-149,"Pottawatomie County",52.8,51,-0.5,53.3
KS-151,"Pratt County",54.9,44,-0.5,55.4
KS-153,"Rawlins County",50.7,51,-0.4,51.1
KS-155,"Reno County",55.0,44,-0.6,55.6
KS-157,"Republic County",51.8,55,-0.3,52.1
KS-159,"Rice County",54.2,42,-0.7,54.9
KS-161,"Riley County",53.4,58,-0.2,53.6
KS-163,"Rooks County",52.2,31,-0.9,53.1
KS-165,"Rush County",53.1,29,-0.9,54
KS-167,"Russell County",53.4,43,-0.5,53.9
KS-169,"Saline County",54.7,72,0.1,54.6
KS-171,"Scott County",52.7,66,0.0,52.7
KS-173,"Sedgwick County",56.4,71,0.1,56.3
KS-175,"Seward County",55.3,56,-0.2,55.5
KS-177,"Shawnee County",54.2,70,0.3,53.9
KS-179,"Sheridan County",51.7,55,-0.2,51.9
KS-181,"Sherman County",51.0,72,0.4,50.6
KS-183,"Smith County",51.4,34,-0.8,52.2
KS-185,"Stafford County",53.8,25,-1.1,54.9
KS-187,"Stanton County",54.0,40,-0.4,54.4
KS-189,"Stevens County",55.1,61,0.0,55.1
KS-191,"Sumner County",57.0,58,-0.2,57.2
KS-193,"Thomas County",51.1,56,-0.1,51.2
KS-195,"Trego County",52.4,29,-0.8,53.2
KS-197,"Wabaunsee County",53.7,63,0.0,53.7
KS-199,"Wallace County",51.5,59,0.1,51.4
KS-201,"Washington County",51.6,39,-0.7,52.3
KS-203,"Wichita County",52.2,55,-0.1,52.3
KS-205,"Wilson County",56.4,44,-0.5,56.9
KS-207,"Woodson County",55.5,47,-0.4,55.9
KS-209,"Wyandotte County",54.4,71,0.2,54.2
KY-001,"Adair County",58.9,126,3.3,55.6
KY-003,"Allen County",58.8,113,1.6,57.2
KY-005,"Anderson County",57.0,120,2.5,54.5
KY-007,"Ballard County",58.7,108,1.5,57.2
KY-009,"Barren County",58.4,113,1.6,56.8
KY-011,"Bath County",55.9,106,1.5,54.4
KY-013,"Bell County",56.2,114,1.6,54.6
KY-015,"Boone County",55.9,121,2.5,53.4
KY-017,"Bourbon County",56.2,120,2.3,53.9
KY-019,"Boyd County",56.8,122,2.7,54.1
KY-021,"Boyle County",56.6,116,1.9,54.7
KY-023,"Bracken County",55.5,116,2.0,53.5
KY-025,"Breathitt County",57.5,118,1.9,55.6
KY-027,"Breckinridge County",56.7,103,1.3,55.4
KY-029,"Bullitt County",57.5,118,2.1,55.4
KY-031,"Butler County",58.4,112,1.6,56.8
KY-033,"Caldwell County",58.4,100,1.2,57.2
KY-035,"Calloway County",58.9,97,1.0,57.9
KY-037,"Campbell County",55.9,119,2.3,53.6
KY-039,"Carlisle County",58.9,106,1.4,57.5
KY-041,"Carroll County",56.9,121,2.7,54.2
KY-043,"Carter County",55.8,120,2.2,53.6
KY-045,"Casey County",57.6,125,2.8,54.8
KY-047,"Christian County",59.5,120,2.2,57.3
KY-049,"Clark County",56.7,121,2.3,54.4
KY-051,"Clay County",57.6,123,2.3,55.3
KY-053,"Clinton County",59.4,126,3.5,55.9
KY-055,"Crittenden County",57.8,95,1.0,56.8
KY-057,"Cumberland County",59.6,125,3.0,56.6
KY-059,"Daviess County",57.2,89,1.0,56.2
KY-061,"Edmonson County",58.5,117,2.0,56.5
KY-063,"Elliott County",55.9,116,1.9,54
KY-065,"Estill County",57.3,118,1.9,55.4
KY-067,"Fayette County",56.7,121,2.6,54.1
KY-069,"Fleming County",55.4,107,1.5,53.9
KY-071,"Floyd County",57.9,124,2.2,55.7
KY-073,"Franklin County",57.2,121,2.8,54.4
KY-075,"Fulton County",59.0,89,0.7,58.3
KY-077,"Gallatin County",56.8,121,2.8,54
KY-079,"Garrard County",57.1,119,2.2,54.9
KY-081,"Grant County",56.2,121,2.6,53.6
KY-083,"Graves County",58.8,97,1.2,57.6
KY-085,"Grayson County",57.6,116,1.9,55.7
KY-087,"Green County",58.4,122,2.4,56
KY-089,"Greenup County",56.0,121,2.6,53.4
KY-091,"Hancock County",56.4,80,0.5,55.9
KY-093,"Hardin County",57.0,115,1.8,55.2
KY-095,"Harlan County",55.1,115,1.6,53.5
KY-097,"Harrison County",56.1,118,2.2,53.9
KY-099,"Hart County",58.0,116,2.0,56
KY-101,"Henderson County",57.2,82,0.7,56.5
KY-103,"Henry County",56.8,121,2.8,54
KY-105,"Hickman County",58.8,95,1.0,57.8
KY-107,"Hopkins County",58.7,114,1.7,57
KY-109,"Jackson County",56.9,123,2.2,54.7
KY-111,"Jefferson County",57.7,119,2.5,55.2
KY-113,"Jessamine County",57.1,121,2.5,54.6
KY-115,"Johnson County",57.3,123,2.4,54.9
KY-117,"Kenton County",55.8,120,2.4,53.4
KY-119,"Knott County",57.1,122,2.0,55.1
KY-121,"Knox County",57.6,125,2.2,55.4
KY-123,"Larue County",57.1,113,1.8,55.3
KY-125,"Laurel County",57.7,125,2.6,55.1
KY-127,"Lawrence County",57.0,122,2.6,54.4
KY-129,"Lee County",57.4,116,1.7,55.7
KY-131,"Leslie County",56.9,122,2.0,54.9
KY-133,"Letcher County",56.2,123,2.0,54.2
KY-135,"Lewis County",55.2,114,1.8,53.4
KY-137,"Lincoln County",57.0,124,2.4,54.6
KY-139,"Livingston County",58.1,94,1.1,57
KY-141,"Logan County",58.7,108,1.5,57.2
KY-143,"Lyon County",58.5,96,1.1,57.4
KY-145,"McCracken County",58.8,108,1.6,57.2
KY-147,"McCreary County",58.1,126,2.9,55.2
KY-149,"McLean County",58.1,106,1.5,56.6
KY-151,"Madison County",57.3,122,2.2,55.1
KY-153,"Magoffin County",57.1,121,2.1,55
KY-155,"Marion County",57.2,118,2.0,55.2
KY-157,"Marshall County",58.9,99,1.1,57.8
KY-159,"Martin County",57.8,123,2.4,55.4
KY-161,"Mason County",55.2,113,1.8,53.4
KY-163,"Meade County",56.5,105,1.4,55.1
KY-165,"Menifee County",55.9,103,1.4,54.5
KY-167,"Mercer County",56.9,118,2.2,54.7
KY-169,"Metcalfe County",58.1,119,2.1,56
KY-171,"Monroe County",58.5,114,1.7,56.8
KY-173,"Montgomery County",56.3,118,2.1,54.2
KY-175,"Morgan County",56.3,110,1.7,54.6
KY-177,"Muhlenberg County",58.4,106,1.4,57
KY-179,"Nelson County",57.2,117,1.9,55.3
KY-181,"Nicholas County",55.8,116,2.0,53.8
KY-183,"Ohio County",57.7,106,1.5,56.2
KY-185,"Oldham County",56.9,120,2.5,54.4
KY-187,"Owen County",56.8,121,2.7,54.1
KY-189,"Owsley County",57.6,120,2.0,55.6
KY-191,"Pendleton County",56.0,118,2.3,53.7
KY-193,"Perry County",57.2,118,1.9,55.3
KY-195,"Pike County",57.8,124,2.3,55.5
KY-197,"Powell County",56.8,112,1.7,55.1
KY-199,"Pulaski County",58.4,126,3.2,55.2
KY-201,"Robertson County",55.6,115,2.0,53.6
KY-203,"Rockcastle County",57.3,124,2.5,54.8
KY-205,"Rowan County",55.2,97,1.1,54.1
KY-207,"Russell County",59.1,126,3.5,55.6
KY-209,"Scott County",56.6,121,2.6,54
KY-211,"Shelby County",56.8,121,2.6,54.2
